userName,content,score,reviewCreatedVersion,date
Dancer Gaming,"this app nice, but u try more offers",4,9.0,2020-10-04
Praful Tambe,app is good but the price off watching video is to less. video is around 30sec to 1 minute and the price is only 1 paisa. the app should increase some price for watching video. and sometimes there is playing 2-3 ads in one video. thats take to much time. thank you...,2,8.8,2020-06-06
Sree Nilai,i had installed one the app for 6 days. the app is supposed to used for 15 day's and for 6 days i claimed the rewards but the remaining days are fail to claim the reward.,2,0.0,2020-08-13
Aman Khan,recently it is causing problem while withdrawing money it is showing to verify the mail id which is already verified .,1,0.0,2020-10-09
Arunkumar Sharma,good app !! but little like cent 0.01 return for seeing there ads otherwise payout is good.,4,8.8,2020-10-26
Abinash Basumatary,it used to take too long time while transferring money to paytm account. can u either find a solution to this or fix the problem plz ..and after that i'll rate it 5 stars,3,8.8,2020-08-23
mr_ßúrâj_ 744,very nice usefull app earning good,4,9.2,2020-10-22
Akash,never trust this app. i used 3 days. they says verify gmail and get 2 ₹ i verifed it and i don't get anything. daily login reward is 0.0001₹ you need 1000 years to make 1₹. they don't guaranteed we can withdraw,1,0.0,2020-08-17
Vishwakarma Deepakl,this is very worst app i think its not a real app beacause i have redeem my amount in frizza and within 72 hrs i didnt get the amount and now the time is up 120 hrs is going on but amount is not come in my wallet. ithink its a fake app and was agree with review of satya.,1,9.0,2020-08-27
Karthik Vignesh J II BCA-A,"it's one of the amazing app.it is useful to earn money easily but the only problem is payment is late,any the app paid me. so i rate 5 stars.",5,8.8,2020-08-22
Reehan N,this appilication ok. but when i installed loco app and completed all verifications i claimed reward for 2 days when i was trying to collect the reward in 3rd day its showing that failed to get reward. i face this same issue when i was installed the halo app. kindly please replace these issues.,4,8.8,2020-05-14
Radha Kusuluri,now that im close to my redemption amount the app has stopped working and i cant open it. and also it doesnt pay for many apps which i downloaf even after following all the rules. this is such a waste skip it actially waste of data..wish i could give zero stars.,1,0.0,2020-05-21
sandy gaming,very super app. .. ...... na unmaiya itha nambala just suma try panna enaku 39 rupees vanthuthu ithula and ithuku romba porumaiya irukanum ........ money transfer aga 5 days aachi ....... ... suma ipo lock down la free ya irukavanga itha try pannala pls use my refferal code : pc8ub37w and watch video... and earn a little amount,5,8.8,2020-08-21
Hema telugu channel,"very good app,i really very worry about my redeem but i got my money within 72 hours. it's not a good more than great app.thank you vert much all team in this app.🥰🤩🥰🤩",5,9.0,2020-09-16
Yuday Singh,"why this app is not working everytime i'm opening it , it just get crash nad shows app not responding why and some tasks are not getting complete even after i download the apps and use them",2,8.8,2020-08-10
Patel Het Roll No 17,bad experience but the fact is that you had download the application to earn which are given in the app but some time the money is not added though you have completed the task which are given,4,9.0,2020-09-10
Renu 's Kitchen,very nice app i have used this app only 2 days and i got ₹ 30 in my paytm account i am impressed with this app .,5,0.0,2020-10-29
Anurag Mehar,this app not not sign up otp received but verifying loading is very slow. please solve this problem than not solve problem. than your frizza earning app ( customer ) install and sign up otp received but verifying speed low than customer is uninstall this firzza earning app and go another earning app please solve this problem,1,0.0,2020-07-26
ProWIDER,"it's used to ne a good app, but now even after installing the apps its not crediting the money and tasks are showing incomplete.",1,9.0,2020-08-29
Dylan roast,frizza is a best app but payment transfer hone ke baad video watch option chala gaya why?? solve my problem please 🙏🙏,2,9.0,2020-10-13
Sunita Mardi,"this app is awesome to earn money. although it takes time but it gives us money, i have earned 80 rupees till now from this app but it took at least 3mounth to earn",5,9.0,2020-09-05
Killerz Lounge,"didn't received any money for some applications, this app is really fraud... developers, i need to know why you did that, i lost many money which showed me a reason that i failed to sign in, that's just rubbish, now if u think that i didn't signed in, then my foot. give me back my time that i wasted on this app, and if u really think for your customers than give me the money which i should rightly get or a strong action against u is a must from public.",1,8.8,2020-07-06
sunny raj,everything is good in this app but some time money can't be transferred to the frizza after downloading the app and it take more time to earn money,4,9.0,2020-09-24
Roy Techz,i have complete 2 or 3 task which is showing pending almost 3 days completed but this app wont give me any rewards for complte the task . this is very useless app .,1,8.8,2020-08-11
Damodar Choudhury,this app is good but it gives only rs 0.01 for watching an ad.. this is not fare...... that's why i am rate it only 2 star.....,2,8.8,2020-08-06
Vivek Kumar,this app is good .but i think that it have increase the reward for watching video and it have to give instant payment .really a good app,5,8.8,2020-08-14
Arvind Sharma,good appp real money love it,5,9.0,2020-10-17
Aryan Kumar,great app it really pays but sometime it take time to credit points or money to wallet.,5,0.0,2020-10-24
Swarup Das,very very worst application...it will not give you any money.... i have earned 32 rs... i checked the money...4 days over.. still it is showing the money will be transfer within 72 hours. don't install this bad application... very very third class app.,1,8.8,2020-08-23
Sayeed shakhawat ali,"this is a very good app, the payment is also getting right in 2 to 3 hours.",5,9.0,2020-09-26
Frre fire gaming chanel Amit,nice app but mara money 💵🤑 withdraw nahi ho raha hain,5,9.0,2020-10-06
A Dhruv Ratan Jayaswal,"great app first i think it didnt work but after completing 30 rs minimum balance it really pays my wallet. thank you i think that nowadays i am not receveing offers may be the team is busy , but i request team to send offers to me like they were sending earlier. thank you😀",5,8.8,2020-06-18
Ch.V.S. Gayathri,"this app giving me money genuinely so on that way this app is good but my problem with this app is one device access this app with one account ,me and my father exchanged phones he has also account frizza so i deleted that app and reinstalled in this phone i want to open my account on that phone but it not opening.what should i do to register my account in my dad's phone.",2,8.8,2020-08-11
TECHNO GAMING FREE FIRE,very nice app and it is real money earning app and it is best app for earning and recharge also that's why i have given 5 stars to frizza app but one problem is there that i have download app and they do not give money please help this issue. very good app for earning i recommend you to download this app for earning money,5,8.8,2020-06-20
Pasupuleti Chandrasekhar,iam completing the tasks but its saying still pending...the app task only tells to install and register and fill in u r details ...after doing those also it is still telling to browse ....,2,8.8,2020-08-18
Aditya Sharma,its good but sometimes it take much time to give reward. but still it the best platform to earn money without doing any effort. so i request that please work on my problem.,4,8.8,2020-05-29
podili chaitanya akhil kumar,"friends, this is a erroneous app.it is only advertising and app installation.waste app. it asks you to download many apps by showing corresponding amount. but later on after installing that app it gives only 5% of the amount shown. finally the app gives around rs/1.5 per installation which is totally time waste.",1,8.8,2020-07-22
